produto;id_deposito_1;qtd_1;id_deposito_2;qtd_2;id_deposito_3;qtd_3;id_deposito_4;qtd_4;id_deposito_5;qtd_5;id_deposito_6;qtd_6;id_deposito_7;qtd_7;id_deposito_8;qtd_8;id_deposito_9;qtd_9;id_deposito_10;qtd_10;id_deposito_11;qtd_11
90231;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90252;65;6;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90087;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90138;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90173;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90299;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90300;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90301;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89961;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89091;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89461;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89477;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89494;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89558;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89706;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89720;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89092;65;2;66;2;67;1;69;2;70;1;71;;72;;73;;74;2;75;2;68;
89463;65;3;66;1;67;;69;1;70;1;71;;72;;73;;74;1;75;1;68;
89479;65;1;66;4;67;2;69;;70;2;71;2;72;;73;;74;;75;2;68;
89496;65;2;66;4;67;2;69;2;70;1;71;1;72;;73;;74;;75;1;68;
89722;65;2;66;1;67;1;69;2;70;2;71;;72;;73;;74;2;75;2;68;
89104;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89447;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89497;65;;66;2;67;;69;;70;;71;;72;;73;;74;;75;;68;
89683;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89707;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89723;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89471;65;;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89708;65;;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89151;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89302;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89584;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89150;65;3;66;3;67;;69;;70;1;71;1;72;1;73;1;74;1;75;1;68;1
89301;65;3;66;3;67;;69;;70;1;71;1;72;1;73;;74;;75;1;68;1
89583;65;2;66;3;67;;69;;70;1;71;1;72;1;73;;74;1;75;1;68;1
89117;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89152;65;2;66;4;67;2;69;;70;2;71;1;72;2;73;1;74;2;75;2;68;4
89263;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89303;65;2;66;4;67;2;69;;70;2;71;1;72;1;73;;74;2;75;2;68;4
89489;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89490;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89548;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89585;65;2;66;4;67;2;69;;70;2;71;1;72;2;73;;74;2;75;2;68;4
89745;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89751;65;2;66;4;67;2;69;1;70;2;71;1;72;3;73;1;74;1;75;2;68;4
89158;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89309;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89591;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89157;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89308;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89590;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89321;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89696;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89442;65;1;66;3;67;;69;1;70;1;71;1;72;;73;;74;1;75;1;68;1
89311;65;1;66;1;67;1;69;;70;1;71;;72;1;73;;74;1;75;1;68;
89592;65;1;66;1;67;;69;;70;1;71;3;72;1;73;;74;1;75;1;68;
89752;65;1;66;1;67;;69;1;70;1;71;;72;1;73;2;74;1;75;1;68;1
89894;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89971;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89911;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90285;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
90253;65;3;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90254;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89778;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89142;65;;66;;67;;69;;70;;71;;72;1;73;;74;;75;;68;
89293;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89433;65;;66;2;67;;69;;70;;71;1;72;1;73;;74;;75;;68;
89199;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89359;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89636;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89963;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89962;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89975;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89976;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89969;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;
90315;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90316;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89559;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89993;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89787;65;1;66;2;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89807;65;1;66;2;67;;69;;70;;71;2;72;1;73;;74;;75;1;68;
90049;65;2;66;2;67;;69;2;70;2;71;2;72;;73;2;74;1;75;2;68;3
89808;65;;66;2;67;;69;;70;;71;;72;;73;;74;;75;;68;
90001;65;;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;
90056;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89908;65;;66;;67;;69;;70;3;71;;72;;73;;74;2;75;;68;
90302;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89374;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89648;65;1;66;2;67;;69;;70;;71;;72;;73;;74;;75;;68;
89535;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89702;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89137;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89200;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89288;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89360;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89571;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89637;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89214;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89375;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89456;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89487;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89215;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89376;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89216;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89649;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89103;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89519;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89153;65;1;66;2;67;;69;;70;;71;3;72;;73;;74;;75;1;68;
89304;65;;66;;67;;69;;70;;71;;72;1;73;;74;;75;;68;
89586;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89146;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89121;65;1;66;1;67;;69;;70;;71;2;72;;73;;74;;75;1;68;1
89270;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89420;65;;66;;67;;69;;70;;71;1;72;1;73;;74;;75;;68;1
89986;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89116;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89495;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89099;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89443;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89533;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89377;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89520;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89877;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90050;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89823;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89776;65;;66;;67;;69;;70;;71;2;72;1;73;;74;;75;1;68;1
89951;65;;66;2;67;;69;;70;;71;;72;;73;;74;;75;;68;
89893;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89863;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90009;65;;66;1;67;;69;;70;2;71;2;72;;73;;74;;75;1;68;
90024;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89767;65;;66;2;67;;69;;70;;71;;72;;73;;74;;75;;68;
90010;65;2;66;;67;;69;;70;1;71;2;72;;73;1;74;1;75;1;68;2
90021;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89825;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89690;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90027;65;1;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;1
90058;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89920;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90292;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89983;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89869;65;10;66;10;67;3;69;;70;3;71;5;72;;73;3;74;2;75;4;68;
89870;65;10;66;10;67;3;69;2;70;4;71;5;72;;73;2;74;3;75;4;68;
89791;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89352;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89629;65;1;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89266;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
90306;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90307;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90308;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90237;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90241;65;;66;;67;;69;;70;3;71;;72;;73;;74;;75;;68;
90309;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90310;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90311;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90312;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90313;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90314;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89991;65;;66;10;67;;69;1;70;;71;1;72;;73;;74;1;75;;68;2
89717;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89718;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89378;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89650;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89449;65;1;66;1;67;;69;1;70;2;71;1;72;;73;;74;;75;1;68;1
89470;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89493;65;;66;;67;;69;;70;;71;;72;;73;2;74;3;75;;68;
89269;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89441;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89231;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89393;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89435;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89662;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90194;65;1;66;;67;;69;;70;;71;;72;;73;;74;;75;1;68;
90211;65;1;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90213;65;1;66;;67;;69;;70;;71;;72;;73;;74;;75;1;68;
90217;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;1;68;
90218;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
89698;65;1;66;1;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89389;65;1;66;1;67;;69;;70;1;71;1;72;1;73;;74;1;75;1;68;1
90242;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90243;65;5;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90224;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90225;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90226;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90244;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89692;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90186;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90199;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90212;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90214;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89815;65;2;66;2;67;;69;;70;2;71;2;72;;73;;74;1;75;1;68;2
90011;65;2;66;2;67;;69;;70;1;71;2;72;;73;;74;1;75;1;68;2
89809;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
90002;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89481;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89503;65;;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89860;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89819;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90286;65;19;66;38;67;;69;;70;;71;40;72;;73;;74;;75;29;68;29
90287;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90029;65;1;66;1;67;;69;;70;3;71;1;72;;73;;74;;75;1;68;
90005;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89964;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89965;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90257;65;;66;1;67;;69;;70;4;71;;72;;73;;74;;75;;68;
90263;65;;66;;67;;69;;70;5;71;;72;;73;;74;;75;;68;
89217;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89379;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89651;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89250;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89438;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89507;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90088;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90109;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90139;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90174;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90089;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90110;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90140;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90175;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90090;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90111;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90141;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90176;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90091;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90142;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90177;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90092;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90143;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90178;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90288;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90236;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89837;65;3;66;3;67;4;69;2;70;3;71;;72;3;73;1;74;;75;2;68;2
89228;65;1;66;;67;;69;;70;1;71;1;72;1;73;;74;;75;;68;1
89390;65;;66;1;67;;69;;70;;71;1;72;1;73;;74;;75;1;68;
89416;65;;66;1;67;;69;;70;1;71;1;72;1;73;;74;1;75;1;68;1
89659;65;;66;;67;;69;;70;1;71;1;72;;73;;74;;75;;68;
89149;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89300;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;3;68;
89582;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;3;68;
89915;65;1;66;2;67;;69;;70;;71;2;72;;73;;74;;75;;68;
89223;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89384;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90245;65;4;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89473;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89532;65;;66;;67;;69;;70;1;71;;72;;73;;74;1;75;;68;
89952;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89128;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89147;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89298;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89580;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89508;65;;66;;67;;69;;70;;71;1;72;1;73;;74;;75;;68;1
89543;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;1
89203;65;1;66;;67;;69;;70;1;71;;72;;73;;74;;75;;68;
89363;65;1;66;1;67;;69;;70;1;71;1;72;;73;1;74;;75;1;68;
89432;65;1;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
89640;65;1;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89204;65;1;66;1;67;;69;;70;1;71;1;72;;73;;74;;75;;68;
89364;65;1;66;1;67;;69;;70;1;71;1;72;;73;;74;;75;1;68;
89174;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89331;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89610;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89843;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89844;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89834;65;;66;2;67;;69;;70;;71;;72;2;73;;74;1;75;;68;
89900;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90303;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90289;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90290;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89172;65;;66;1;67;;69;;70;;71;1;72;;73;;74;;75;1;68;1
89329;65;;66;;67;;69;;70;1;71;1;72;;73;;74;;75;1;68;1
89427;65;;66;1;67;;69;;70;;71;1;72;;73;;74;;75;1;68;1
89608;65;1;66;;67;;69;;70;;71;1;72;1;73;;74;;75;1;68;1
89451;65;1;66;1;67;;69;;70;1;71;1;72;;73;;74;;75;1;68;
89831;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90022;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89529;65;;66;1;67;;69;1;70;1;71;;72;;73;;74;;75;;68;
89743;65;;66;;67;;69;;70;1;71;2;72;;73;;74;;75;;68;1
90030;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;1;68;1
90006;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89801;65;2;66;2;67;1;69;1;70;1;71;2;72;;73;2;74;2;75;1;68;
89997;65;;66;;67;;69;;70;1;71;1;72;;73;;74;;75;1;68;
89821;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90018;65;;66;;67;;69;;70;;71;2;72;;73;;74;;75;;68;2
89744;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89827;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89105;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90023;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89798;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89913;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89914;65;;66;;67;;69;;70;9;71;6;72;2;73;3;74;4;75;9;68;3
89757;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90019;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89817;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89168;65;;66;1;67;;69;;70;;71;1;72;2;73;;74;1;75;2;68;2
89325;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;2
89973;65;2;66;2;67;2;69;1;70;2;71;2;72;1;73;2;74;;75;2;68;2
89972;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90233;65;;66;;67;;69;;70;;71;11;72;;73;;74;;75;;68;
90274;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89154;65;1;66;2;67;1;69;1;70;2;71;1;72;;73;;74;1;75;1;68;1
89305;65;1;66;1;67;1;69;1;70;2;71;1;72;;73;2;74;1;75;1;68;1
89587;65;1;66;2;67;1;69;;70;2;71;1;72;;73;1;74;1;75;1;68;1
90093;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90144;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90179;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90094;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90145;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90180;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89122;65;1;66;2;67;;69;;70;;71;1;72;1;73;;74;;75;;68;1
89211;65;1;66;3;67;1;69;1;70;;71;2;72;2;73;1;74;;75;1;68;2
89271;65;1;66;2;67;;69;;70;1;71;1;72;1;73;;74;;75;1;68;1
89371;65;1;66;3;67;1;69;1;70;1;71;3;72;2;73;1;74;1;75;1;68;2
89553;65;;66;2;67;;69;;70;;71;;72;1;73;;74;;75;1;68;1
89646;65;1;66;3;67;1;69;;70;;71;2;72;2;73;1;74;;75;1;68;2
89747;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89755;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89139;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89212;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89290;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89372;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89573;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89647;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89750;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89966;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89967;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89452;65;1;66;1;67;;69;1;70;1;71;1;72;;73;;74;;75;1;68;
89482;65;1;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;
91235;65;;66;3;67;;69;;70;;71;;72;;73;;74;;75;;68;
90028;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89826;65;;66;;67;;69;;70;1;71;1;72;;73;;74;;75;3;68;
90059;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89768;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90047;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89439;65;;66;1;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89712;65;;66;1;67;;69;;70;;71;;72;2;73;;74;1;75;;68;
89733;65;1;66;2;67;;69;;70;;71;2;72;;73;;74;;75;;68;1
89903;65;1;66;2;67;1;69;;70;;71;2;72;3;73;;74;;75;1;68;2
89810;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
90003;65;3;66;3;67;;69;3;70;2;71;2;72;;73;2;74;2;75;2;68;2
89811;65;3;66;3;67;;69;2;70;2;71;2;72;2;73;2;74;3;75;2;68;2
90004;65;3;66;3;67;;69;2;70;1;71;2;72;;73;2;74;3;75;2;68;2
89770;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89771;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89856;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89948;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89244;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89407;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89970;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
90025;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89772;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89145;65;1;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
89159;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89246;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;1
89296;65;;66;1;67;;69;;70;;71;;72;1;73;;74;;75;;68;1
89310;65;;66;1;67;;69;;70;;71;;72;;73;;74;;75;;68;
89409;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89424;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;1;68;
89437;65;;66;;67;;69;;70;;71;1;72;1;73;;74;;75;;68;1
89578;65;1;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89674;65;;66;;67;;69;;70;;71;1;72;;73;;74;;75;;68;
89144;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89245;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89295;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89408;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89436;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89577;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
89673;65;;66;;67;;69;;70;;71;;72;;73;;74;;75;;68;
